EventPlayerID,Score
600337,105
600340,31
603459,180
600331,139
600339,128
603451,78
600336,248
600332,75
600342,153
603455,145
602293,272
600382,227
600376,139
600380,57
602282,181
602292,321
600381,105
600374,168
602294,190
602283,29
600383,13
602280,103
600379,197
602277,45
600386,113
602281,39
601019,21
600391,219
601018,103
600397,98
601017,45
600393,88
601010,134
600390,80
601022,85
600395,51
601014,85
601021,83
600399,84
601009,17
600401,218
601007,3
601016,116
601015,5
604081,14
600456,255
604080,262
600458,220
604087,103
600452,15
604084,22
604086,43
600461,64
604089,68
600457,83
604665,44
600680,167
604671,32
600675,180
600681,98
604670,117
600674,30
604667,197
600673,18
600677,29
604673,7
600678,55
604669,117
604660,114
604662,199
603481,50
600765,160
600761,66
603488,195
600757,282
600760,58
600764,98
603482,75
600766,183
603483,229
603485,31
600768,141
600758,127
600762,21
603480,17
600756,84
600759,18
600805,206
600799,101
600794,29
600801,297
600789,243
600786,254
600812,168
600802,98
600793,50
600784,186
600814,11
600795,98
600790,125
600804,66
600216,120
600841,119
600218,174
600201,174
600839,169
600197,229
600832,47
600836,340
600833,85
600830,300
600842,79
600212,77
600217,188
600214,8
600198,11
600837,22
600835,24
604537,54
600854,208
604539,196
600852,45
600849,220
604535,54
604542,62
604532,259
604544,121
600853,115
600850,196
604538,2
604534,241
600855,16
604533,28
604536,43
600843,23
605163,168
600893,299
600888,102
605162,248
605158,227
600883,340
600889,255
605155,115
605157,78
600880,61
605152,46
600884,220
600890,13
604676,82
601169,312
601160,5
601167,94
604684,113
601168,306
601172,91
604686,15
604677,79
601173,80
601162,61
604685,158
604681,139
604691,41
604690,81
604688,268
601164,15
603013,51
601177,175
601174,125
601186,255
603014,42
603012,307
603021,14
601179,97
603017,213
603025,10
601176,70
601175,233
603018,108
603015,47
601181,7
600649,73
601342,31
600643,43
601346,308
600654,209
601343,80
601341,324
600650,100
600648,147
601348,115
600655,15
600647,17
601351,16
600645,89
601347,86
600644,148
602181,210
601546,149
601548,210
601544,143
601545,220
601543,69
602180,48
601542,138
602179,54
602183,145
601554,104
602174,64
602182,72
602175,4
601541,39
601551,6
602177,175
604463,140
601560,320
604461,84
601565,76
601558,267
604464,163
601556,162
604462,63
604465,21
604456,131
601566,134
601567,280
601562,26
604466,150
604460,20
602987,191
602997,74
601569,61
601577,303
602986,166
601581,13
602991,106
601578,131
601571,60
601575,129
601580,19
602989,47
602992,1
601568,47
602995,86
602990,69
601574,127
604060,140
601699,124
601702,233
601710,106
601709,123
604058,43
604059,120
604051,273
601705,107
604049,25
601707,91
604056,33
604055,41
604776,74
601813,124
604786,118
601805,224
604778,172
601807,109
604777,48
601804,59
601815,3
604775,172
601809,34
604773,215
601800,81
601808,23
604774,29
604787,81
601806,142
601802,79
604780,16
601814,191
604784,19
601266,135
601855,149
601854,289
601264,61
601261,90
601852,80
601853,15
601268,75
601856,183
601849,210
601857,12
601274,232
601260,45
601848,69
601270,41
601860,253
601262,85
601847,3
601850,56
601271,5
601793,143
601887,113
601790,115
601890,231
601876,94
601795,73
601886,70
601797,214
601883,281
601878,100
601789,19
601799,114
601792,59
601877,95
601787,13
601798,67
601881,85
601888,3
601885,6
601791,24
600406,150
601906,98
600407,266
601915,109
601907,226
601905,84
600404,388
600405,245
601914,145
601904,47
601913,40
601908,85
600413,196
601903,90
601824,242
601942,59
601931,304
601826,93
601817,12
601930,33
601823,150
601818,71
601933,6
601936,105
601939,267
601819,214
601820,86
601940,118
601935,54
601816,28
601822,50
601941,4
601937,7
601732,111
602039,244
602035,246
601736,163
601728,379
602045,147
602037,297
602040,31
601731,157
602044,258
602048,149
601730,163
601735,111
602047,50
601734,119
602049,10
602036,5
602310,91
602315,142
602063,232
602318,126
602056,78
602052,293
602061,383
602312,205
602054,34
602320,10
602057,266
602314,164
602060,11
602062,15
602319,109
602322,70
602311,7
602064,161
602058,64
602059,21
602317,2
602325,1
603728,143
603732,88
603733,174
602084,140
602093,197
602091,45
603727,150
602095,223
602085,284
603724,9
603734,39
602090,83
602094,155
602088,58
603730,55
603731,79
602705,214
602108,277
602100,78
602710,81
602099,332
602703,330
602706,113
602708,134
602107,79
602098,214
602109,25
602712,195
602714,1
602711,72
602704,70
602102,40
602709,22
605015,144
605010,60
605017,113
602142,191
602128,120
602125,82
605023,102
602135,189
605013,55
602133,274
602127,18
605016,64
605020,25
605018,169
602130,163
602129,82
602132,13
604885,215
602305,146
602298,176
604883,398
602307,70
604887,43
602308,91
602302,99
604890,108
602297,73
602303,141
604886,260
602295,172
602301,49
604884,54
604880,118
604635,41
604638,131
602331,72
604644,30
602337,234
604634,184
602339,220
604632,33
602326,35
604642,218
602334,48
602335,287
604645,148
604636,141
602333,53
602330,33
602328,55
604633,70
601453,37
602348,186
601449,80
601452,7
601444,71
601450,48
601451,304
602347,181
601447,249
602349,184
602342,139
601456,18
602341,101
602351,33
601458,40
600634,198
602387,110
602386,329
600632,95
602392,324
600636,160
600628,137
600631,91
602385,141
602394,23
602389,98
602391,64
600637,29
600641,127
602393,213
600635,11
602398,14
600671,185
602421,172
602428,169
602420,217
600658,8
602414,73
600657,21
602418,157
600661,213
600656,41
602427,324
602422,40
602426,79
600665,157
600663,30
600669,44
602423,3
601985,7
602480,61
602490,369
601978,50
602491,251
601981,315
601976,90
601986,96
602486,181
602476,151
602485,160
601982,4
602487,36
601979,174
602483,125
601977,170
601990,76
602475,18
601989,10
601987,10
602484,4
601983,8
600485,131
602493,325
600495,93
602500,155
600496,70
602494,337
600493,153
600488,128
602507,230
602502,169
600491,120
600483,129
602505,17
600482,15
602499,136
601376,107
601367,220
602568,199
602566,35
602562,83
601375,52
602558,212
601373,117
602564,45
601372,16
602561,261
601368,72
601366,177
602555,128
602557,14
601374,57
601371,32
601369,145
602559,11
602570,18
602560,7
601379,18
600185,61
602596,165
602599,298
600192,51
602600,271
602594,191
602589,68
600184,251
600189,188
600190,92
602591,168
600191,117
602590,83
600183,86
602597,16
600195,53
600186,8
602661,154
602670,257
602669,104
602660,175
602672,171
602665,63
601424,78
602662,51
602664,61
601413,3
602666,11
602667,1
602659,13
603087,123
603080,193
602677,75
602676,372
603085,8
603086,172
602686,46
603082,77
602683,11
602682,101
602679,157
603088,63
602681,94
603083,84
602687,48
600099,29
602730,259
602716,83
602729,102
602721,415
600096,121
602722,177
602724,11
602725,51
602726,179
602718,139
602447,151
602804,318
602811,155
602455,197
602445,77
602801,175
602808,144
602449,140
602809,123
602813,154
602453,15
602443,115
602810,77
602444,47
602450,11
602800,9
602803,31
602457,6
601096,200
601095,291
603156,207
601088,71
603157,153
603164,80
601091,111
603154,223
601089,162
601098,10
603155,62
603160,250
601092,51
603163,81
602828,182
603175,131
602842,291
603176,166
602832,19
603184,236
603179,41
602835,71
603178,14
603169,28
602837,181
603170,162
602844,28
603181,314
602839,55
602831,89
603402,313
603359,149
603416,175
603350,134
603362,219
603414,84
603411,28
603351,104
603356,142
603404,19
603355,79
603363,56
603412,52
603417,20
603405,115
603349,113
603408,122
603366,7
603385,297
603392,46
603382,50
603400,16
603387,119
603372,78
603398,56
603377,284
603367,207
603391,5
603386,22
603378,7
603394,96
603365,69
603379,74
603384,124
605206,109
605210,135
603422,291
603429,87
605207,96
603431,253
605202,208
603418,22
605200,328
605204,59
603428,117
605211,105
605201,44
603432,91
605205,112
603423,137
600470,19
603509,146
603515,321
603508,274
600463,63
603511,25
603505,225
603518,33
603507,197
603512,74
600475,31
600471,84
603513,47
600472,13
600466,39
600477,59
600476,99
603514,15
600467,117
603516,15
600473,23
600481,3
600464,8
600982,138
603529,330
603527,234
603530,134
600979,306
603532,294
600977,47
600978,215
603533,36
603522,39
603520,31
600983,39
603521,70
600986,40
603525,117
600987,62
600980,226
603519,3
600985,105
601673,157
603544,230
601672,50
603537,174
601668,129
603548,294
603551,126
601677,213
601665,159
603543,70
603539,1
603541,308
601667,32
601675,73
603540,92
601670,37
603542,86
602856,224
603553,33
603560,126
602853,357
603555,212
603558,374
603556,44
602860,77
602852,116
602846,154
602858,32
603559,30
603552,4
601000,27
600993,89
603582,130
600995,204
603583,137
603588,107
601004,16
601006,172
603579,76
601001,49
603591,130
600994,145
603584,27
600996,102
601003,79
603587,181
603578,16
603585,16
600999,6
602162,175
603603,173
602159,81
602167,334
603595,24
603600,50
602160,177
603601,121
603597,131
603593,329
603602,240
603606,6
602164,66
602168,129
602163,13
602166,30
602165,177
602616,306
603610,188
602606,196
603617,200
602601,166
603621,344
602605,242
602609,81
602613,201
603618,224
603613,31
602615,110
603620,43
603611,14
603622,111
605238,127
603683,178
605239,40
603666,156
603682,168
603670,6
603678,190
605241,148
605236,23
603671,125
605232,53
605233,36
605231,119
603674,88
605235,92
603667,60
603675,58
605234,189
605270,212
605262,103
603701,143
603702,255
603705,172
605269,102
603708,103
603706,81
603703,175
605272,64
603699,36
603704,24
605268,67
605273,285
605259,17
605263,29
605260,101
604192,119
603744,114
604181,30
603742,134
604190,108
603741,56
604183,422
604184,253
603747,67
603746,98
603743,228
603745,153
604186,41
604187,127
604194,66
603739,45
600570,91
603772,263
600565,111
600567,113
603769,108
600562,72
603768,58
600560,69
603771,101
600563,177
603767,32
603777,198
600564,301
603766,90
600566,214
603780,53
600559,46
603775,3
600947,219
600951,247
603826,241
600948,145
603821,86
600952,19
600959,201
603823,108
603819,142
600955,49
603817,106
600945,37
603824,198
603816,37
600953,54
603818,51
603815,107
604166,113
603913,167
604165,131
603908,150
603910,201
604172,207
603901,58
604170,194
603903,42
603906,59
603904,154
604164,180
603905,333
604311,76
603938,292
603941,237
604309,196
604314,76
603934,214
603932,345
604308,58
604320,128
603930,59
603928,56
603936,133
604319,168
604318,36
604317,163
604316,18
603942,45
604310,19
603943,8
603929,14
601777,87
601772,256
603959,211
603967,159
603960,79
603966,122
601776,35
603972,69
603973,253
603969,28
601778,273
601775,59
601773,359
603970,16
603968,14
601779,46
603961,124
600052,165
603984,146
600050,125
603980,37
603978,380
603983,169
600053,39
603974,40
600058,75
600065,43
600057,120
600062,14
603979,120
603982,40
603975,24
600056,146
603947,152
603958,284
604011,163
604006,140
603953,84
604007,199
604004,191
604008,423
603954,94
603946,218
603948,13
603945,45
603952,11
603949,82
600773,67
604074,265
604070,199
604073,139
604069,109
600772,287
604068,124
600771,130
600780,117
600776,62
604064,104
600779,193
600775,23
600128,98
604098,133
600133,242
604103,293
604092,156
600129,145
600134,43
600135,113
604102,88
600127,5
600137,78
604095,57
604091,77
604094,71
600132,42
602231,318
602228,175
604112,129
604107,106
602229,165
604110,107
602222,161
604118,4
604106,100
602232,28
604113,252
602223,25
604114,31
604111,128
602224,169
602221,96
604105,83
601156,68
601158,108
601151,260
604128,170
601148,170
604131,140
604129,159
604132,93
601146,178
601155,47
604136,203
601154,89
604130,47
602978,15
604157,216
602982,43
604155,28
604159,402
604163,73
602985,355
602967,76
604153,207
602975,15
604162,28
604150,171
602973,17
602969,259
604154,2
604156,21
602972,114
604151,11
602971,3
602465,209
604214,192
604218,159
602470,54
604215,266
602468,50
604219,218
602474,169
602460,189
604210,149
602458,105
604209,23
604221,26
602469,100
604222,62
604211,38
602466,64
604213,1
603345,184
603344,51
604251,162
604248,83
603342,180
604250,337
604256,226
603347,82
604247,39
604253,37
604254,7
603338,75
604245,56
604244,1
603334,123
603335,57
603333,93
603995,113
604397,335
604398,179
604386,136
603994,208
604390,55
604000,188
603997,113
603993,165
603992,240
604392,207
604388,28
603991,11
604396,144
604395,290
604394,133
604391,44
604389,6
603999,3
602527,118
604438,124
604432,191
602539,146
602530,267
604433,33
602529,42
602535,33
602532,192
604434,153
604430,132
604428,21
602538,44
604441,142
604435,123
602526,140
604429,69
605113,255
604526,50
604525,338
605110,175
604520,243
605117,246
604524,201
605109,60
604519,125
605120,8
604522,123
604528,160
604523,41
605119,63
605112,73
605115,39
602431,83
604591,137
604589,143
602436,280
602432,27
602442,141
604596,116
602440,81
602435,216
604582,95
604595,178
602433,59
604584,91
604586,24
602430,70
604581,183
602434,25
604594,3
605083,319
604795,122
605087,201
604789,201
605080,112
604790,34
604797,210
604791,107
605084,47
605088,158
605085,86
604799,266
604794,34
605076,132
604792,117
602818,11
602826,179
604802,147
602825,222
604810,78
602815,52
604806,57
604812,165
604805,72
604811,103
602819,34
602827,98
602817,250
604814,44
602823,85
604516,28
604817,290
604510,246
604827,116
604503,45
604822,174
604508,268
604824,147
604831,189
604513,28
604815,87
604505,77
604825,11
604828,45
604504,40
600349,81
604832,195
604841,251
600354,153
600352,86
604838,144
604844,296
604836,105
604842,141
604839,50
604834,50
600344,138
604847,53
604833,23
600348,46
600351,45
601333,229
604900,140
601327,195
604895,251
601322,239
604896,104
601334,91
604903,127
604905,58
604893,87
601329,178
604899,332
604897,206
601326,86
604901,25
601331,2
602234,49
604909,108
604915,186
602241,84
604913,271
604910,116
604921,116
602233,218
604914,132
602247,83
604908,40
602243,281
602244,101
602238,139
602236,36
600257,84
604946,206
600253,72
604942,34
600259,172
600266,57
604944,265
604938,142
604945,55
600260,144
604948,129
600265,64
600251,44
604943,11
600264,50
600256,115
604940,203
604939,22
600261,26
603312,63
605024,293
605037,209
605043,155
605036,141
603303,217
603309,189
605042,46
605031,172
605038,93
603300,85
603310,8
603307,283
603301,253
605219,182
605226,71
605052,417
605216,199
605056,334
605050,110
605047,171
605054,75
605051,189
605048,78
605227,138
605229,74
605222,160
605224,63
605045,66
605049,53
605218,13
602739,88
605074,307
602737,100
605065,17
605063,116
605073,78
605064,194
602735,65
602743,31
602741,16
605070,234
602742,12
605067,133
602731,184
605068,29
602733,195
602745,106
605066,21
605059,3
605071,27
605283,34
605251,141
605254,63
605284,188
605246,100
605287,76
605244,347
605277,78
605280,232
605247,248
605279,152
605250,238
605276,175
605274,49
605253,175
605278,37
605249,87
605275,27
605256,44
605255,11
601035,105
601026,69
600515,329
600520,253
601032,121
600521,143
601024,145
600516,289
601023,110
600526,64
601031,186
600527,173
601030,197
600517,61
601033,6
600040,266
600911,208
600924,243
600908,41
600048,295
600909,187
600035,77
600918,61
600045,146
600041,123
600925,128
600917,51
601770,113
601768,53
601771,34
600940,93
600926,129
601043,141
601052,267
600937,91
601042,188
600943,91
600934,243
601038,42
600942,140
601051,83
601037,39
601047,82
601048,66
601050,93
600933,27
604418,107
604415,135
601190,89
601195,126
604416,200
601194,202
604419,64
604422,61
601193,113
604414,59
601192,191
601198,95
601201,80
604417,70
601197,73
604425,47
603223,213
601220,288
601226,112
601223,179
603218,109
603215,364
603227,183
601219,34
601230,284
603216,73
603219,237
603221,61
601228,110
601225,6
602189,114
601289,198
602201,325
601277,90
602194,391
601279,231
602192,13
601291,9
601278,105
602190,14
601276,112
601284,179
602204,63
601283,45
601280,95
602205,78
601297,271
601301,20
601304,186
601302,83
601306,221
601292,154
601305,36
601300,46
601294,44
601293,115
601399,132
601596,112
601405,121
601605,150
601609,153
601395,14
601406,60
601606,83
601600,282
601402,99
601610,10
601612,94
601400,95
601597,245
601396,119
601401,137
601403,72
601393,1
601603,102
601398,23
601601,69
601598,13
601607,9
601620,297
601614,284
601619,232
601626,214
601616,23
601628,30
601617,122
601623,74
602732,109
601613,56
601615,29
601141,174
601964,408
601143,72
601968,226
601137,155
601974,316
601961,155
601135,101
601138,20
601140,165
601130,33
601133,88
601131,75
602087,65
601662,52
602119,182
602116,305
601649,230
602112,114
601658,221
602118,166
602117,17
601656,173
601654,90
602123,177
602121,85
601650,194
604490,194
602259,263
604499,185
602253,205
604500,131
602252,342
602255,101
604486,55
602248,209
602256,3
602251,182
604498,124
604488,70
604487,98
604497,10
604495,62
602250,8
602258,34
604489,30
603079,71
602288,29
603084,84
602285,45
603078,22
603077,60
602279,2
603036,20
603029,204
602363,74
603033,39
603040,211
602357,60
603039,198
602367,150
602359,271
602358,15
602370,31
602361,82
602368,260
603030,28
602356,54
600465,60
602496,36
602510,7
602513,206
602524,93
602517,142
602511,52
602520,53
602514,171
602522,186
602515,65
602516,147
602518,82
602892,24
602519,4
602512,22
600375,189
602675,145
603854,145
603852,234
602918,130
603842,104
602926,81
602912,156
603847,122
602923,166
603841,112
602921,9
602919,72
603844,11
602916,133
602910,177
603848,21
603850,126
602922,12
603849,47
602698,156
602927,438
602689,35
602693,139
602692,191
602935,74
602934,284
602930,243
602697,87
602938,186
602929,52
602694,11
602688,35
602933,122
602691,22
604569,67
604561,266
602961,217
602962,166
602959,138
604571,116
602960,313
604565,27
602955,43
604568,53
602956,63
602954,87
604566,85
604579,50
604577,59
604575,20
603099,61
603209,174
603208,378
603207,219
603095,148
603211,170
603202,296
603106,3
603212,54
603213,84
603101,7
603097,138
603094,134
603102,148
603096,12
603204,13
603103,79
603098,102
603205,26
602747,180
602754,237
603263,181
602752,163
603269,204
603261,78
603267,81
602763,29
602757,87
602749,158
603270,17
602758,58
603266,217
603271,82
603259,180
603260,143
603262,2
602756,2
603890,372
603280,76
603888,158
603278,154
603891,80
603886,13
603274,45
603272,427
603275,33
603276,155
603892,191
603887,105
603895,161
603277,205
603889,211
603281,143
603897,46
603317,161
603324,111
603325,176
603315,14
603314,168
603330,95
603331,64
604541,19
603323,144
603321,47
603326,54
603329,15
603337,212
603332,17
603336,5
601241,142
603442,120
603444,236
603434,228
603435,40
601243,90
603437,80
601244,85
601238,31
601237,151
601235,146
603443,145
601232,35
603445,141
601233,193
603436,20
600555,128
600550,102
603500,165
600557,114
603502,68
603498,11
600542,226
600544,24
603489,17
603495,85
600548,183
603497,115
603494,164
603490,64
600547,7
600551,55
600484,85
603586,200
603963,39
602374,55
603640,58
602380,66
603647,175
602377,126
603642,41
602371,141
602376,107
603650,255
603638,68
603648,183
602382,128
602379,28
603646,161
603643,54
603639,123
604408,21
603688,197
603684,136
604409,218
603690,171
603691,74
604401,144
604406,83
603692,132
604402,63
603687,26
604400,98
603689,59
604405,60
604407,47
603685,96
603686,64
604615,57
604028,124
604617,84
604020,239
604622,268
604621,185
604022,187
604618,137
604017,124
604025,54
604021,157
604027,28
604630,19
604627,62
604016,79
603877,30
604138,137
603870,155
603880,165
604143,238
603884,105
604142,271
603885,19
604137,78
604141,81
603876,86
604145,33
603873,128
603881,69
604146,113
601057,171
601056,329
604277,8
604279,203
604274,286
601061,91
604281,84
604272,219
604289,38
601058,94
604285,158
601054,91
604283,3
601062,75
601065,42
601055,68
601060,2
604249,17
604243,78
600335,114
605058,86
600329,39
605111,170
603453,26
603143,280
600162,36
600168,267
603146,82
600159,107
603149,101
600157,124
603144,108
600166,313
603142,156
600156,125
600161,41
600155,188
603148,55
600022,132
600287,95
600023,134
600290,24
600026,178
600028,130
600024,96
600292,177
600025,46
600288,242
600027,201
600030,137
600285,78
600297,53
600295,99
600293,24
600446,234
600434,115
600432,7
600441,143
600438,218
600442,78
600445,18
600199,95
600206,32
605007,193
605002,175
605000,419
601128,67
604996,4
605008,10
604999,89
605001,144
601116,58
604997,76
605006,60
601120,69
601446,82
601336,82
604205,222
601391,234
604208,68
601382,5
601387,49
601383,196
604203,116
601386,240
601390,226
601380,236
604199,70
601392,83
604202,4
604198,179
601385,67
601502,160
601490,73
604705,192
601504,118
601495,43
601498,162
604692,20
601501,81
601493,17
601500,42
601494,221
601553,46
601008,3
601012,47
601696,102
601691,102
601688,266
601695,129
601686,59
605153,75
601689,67
601687,23
601681,108
601692,49
605161,48
601680,181
601700,66
602446,18
601697,138
602451,94
601870,178
601867,130
601869,256
601864,263
601267,23
601861,134
601873,66
601865,119
601866,34
601868,11
600718,28
600717,54
601944,18
600709,177
600708,33
600707,154
601938,160
600705,82
601934,113
600716,173
600712,43
601932,17
604972,109
604970,107
604974,5
604981,62
602865,105
602404,166
602870,127
602413,259
602861,207
602406,70
602863,148
602412,244
602874,8
602407,19
602399,88
602410,36
602875,28
602867,68
602401,73
602873,38
602405,127
604651,149
604653,98
604648,210
604655,112
604649,113
604654,13
604652,44
604647,213
602727,47
604063,33
602802,108
604052,88
604050,55
602859,83
602854,25
602850,76
604853,24
602774,158
602768,219
603232,268
602776,79
603229,55
603236,82
603231,66
603233,173
602767,109
603241,200
602766,98
602775,69
602778,200
602769,18
603240,133
600345,26
600350,7
603296,311
603292,192
603287,167
603291,161
603288,132
603297,89
603295,119
603289,26
603290,28
603299,23
603294,46
600851,41
602498,6
601780,21
601769,7
602141,54
603700,48
602134,4
602663,23
603989,21
604179,19
604178,3
604545,83
604552,186
604349,205
604344,358
604560,307
604548,202
604342,160
604551,53
604352,13
604339,179
604338,188
604347,70
604351,37
604343,10
604556,27
604337,58
604547,55
604345,200
604546,13
604559,41
604478,78
604473,240
604482,289
604475,338
604479,120
604471,5
604474,138
604476,84
601407,2
604507,29
604501,51
601803,5
600104,31
604637,56
600116,12
601922,170
601929,56
601925,138
604760,152
601923,201
604769,152
601927,139
604765,85
601920,145
604767,170
604762,214
600507,110
600506,285
600499,168
600500,157
600497,55
600503,19
600511,88
600501,103
600504,6
604888,31
600508,112
600459,18
604931,280
604926,98
604929,405
604922,238
600455,106
604930,48
604935,147
604924,107
600454,108
604925,36
601251,203
605027,3
601258,98
605044,80
601248,59
601259,281
601255,55
605040,5
605033,6
605041,10
601254,142
601247,35
605057,28
603461,51
605097,263
605091,196
605092,356
605101,57
602296,57
605095,18
605106,24
605094,62
605104,111
605114,10
602092,8
605139,210
605143,157
605144,72
605147,217
605150,63
605148,163
605140,62
605137,115
605145,16
601330,20
601955,116
605192,138
605190,203
605189,38
601952,99
605183,177
605188,251
605197,52
605194,180
601949,61
601948,126
605185,67
601957,90
601951,97
601947,152
601950,20
605182,11
605220,17
600094,58
600125,19
604380,132
604382,42
604375,93
604378,12
604381,76
604374,129
604379,250
600169,170
604376,146
604377,56
604372,88
604039,29
604044,61
604034,101
604047,114
604030,61
604032,83
604041,44
604037,58
600317,2
600321,4
600686,269
600684,25
601281,11
600685,18
600679,195
600672,48
603468,198
600732,206
603471,86
603467,110
600720,47
603470,80
600719,124
603473,21
600723,204
600734,102
600733,56
600727,236
603469,118
600721,93
600730,64
600905,81
600894,91
600897,136
600896,80
600895,121
600901,78
600902,5
600829,1
600903,64
600834,7
600816,256
600828,12
600825,270
600824,60
600826,89
600817,40
600820,160
600879,27
600822,9
600823,51
600815,5
600887,14
604606,224
604610,204
600962,230
604609,191
600966,194
604602,38
600973,171
600971,193
600963,119
604604,24
604601,197
604598,91
600974,118
600796,13
600787,152
600791,9
601163,4
601161,6
601884,24
603851,44
602111,350
602106,111
602155,67
602149,188
602152,228
602148,118
602145,97
602154,251
602143,31
604484,17
602151,66
601894,59
601893,53
601896,56
601897,194
601892,66
601900,155
601895,157
601899,72
600083,112
600085,27
600070,81
600076,42
602587,75
600080,46
600077,230
600079,207
600075,22
600067,160
602645,185
602650,216
602647,32
602653,76
602655,34
602651,17
602649,214
602658,231
602656,179
602652,119
601706,20
602345,7
602344,85
602343,4
603056,14
604100,117
604093,11
603364,157
603628,34
603389,89
603637,4
603608,50
603598,25
604941,31
604950,7
603607,3
604947,26
604937,2
603594,1
603616,67
602172,33
603612,16
602158,34
603615,4
603838,22
603833,20
603829,72
603832,132
603831,71
603835,110
603830,22
600642,39
603836,25
603837,143
603828,21
601354,126
601360,151
603864,54
603866,236
603860,125
601363,187
603858,73
601359,96
603863,68
601356,66
603859,85
601365,99
603857,90
603865,94
603855,10
601353,181
601361,47
601355,10
601519,184
603981,112
601505,34
601516,264
601514,57
601509,140
601517,41
601510,167
603986,52
601511,16
604010,10
604906,38
604918,17
604917,39
603763,203
604160,88
603761,110
603759,96
603758,230
603753,99
603752,82
603755,177
603764,190
604158,54
604269,136
604266,56
604267,218
604258,180
604268,39
600989,69
604260,81
604259,78
600976,79
604262,71
600988,18
600991,3
600619,33
604331,192
604332,260
604330,151
600616,81
600624,168
600622,197
604335,39
604324,60
600620,115
604325,184
600627,1
600621,127
604328,6
600613,50
604326,153
604362,169
604368,342
604364,168
604366,64
604359,199
604360,83
604371,85
604878,111
604875,271
604865,69
604863,229
604866,61
602191,166
604870,25
604873,280
604876,62
604879,101
604868,145
603369,22
603383,9
604904,2
605130,52
604987,139
605126,235
605132,93
604991,323
604984,95
605133,19
605125,207
604989,265
604985,193
605136,15
605123,116
604988,33
604990,78
601240,76
600043,127
600037,71
600039,10
600042,68
600046,14
601984,5
604263,116
602226,57
604085,81
604083,12
600532,392
600539,151
600534,217
600533,118
600531,185
600535,86
600538,20
600537,82
600530,111
600528,91
600529,21
600536,4
600593,81
600595,133
600591,102
600589,80
600596,19
601257,15
600592,112
600600,100
600594,13
600597,303
601640,41
601629,69
601636,187
601645,1
600630,84
601646,14
601630,4
601647,50
600640,41
601641,191
601643,34
601631,25
600751,307
600662,132
600752,88
600737,6
600748,87
600745,36
600660,34
600750,134
600689,110
600695,140
600698,101
600696,103
600699,43
600694,122
600703,28
600700,171
602178,107
602185,23
600763,3
600754,8
602187,8
600753,2
605174,83
605178,147
605177,166
600807,185
605166,67
605181,14
605176,26
605179,146
605173,52
605165,93
605171,94
600927,32
600931,46
601394,30
604807,6
604809,10
600984,13
600869,79
601106,82
600870,113
601107,182
601115,87
600868,25
600858,234
600862,56
601111,114
601114,252
600866,33
601105,77
600859,91
601100,41
600875,124
601182,176
601918,35
601921,59
601466,145
601469,227
601462,258
603147,46
601463,56
601467,260
601468,81
603145,84
601470,66
601480,196
601484,252
601476,116
603478,97
603484,134
601488,41
601478,103
601483,90
601485,105
601499,76
601497,39
604284,84
601756,522
601764,43
601759,250
601760,163
601765,97
601761,107
601754,112
601763,1
602829,3
602833,28
602834,64
